Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Lakeside Cottage,,353494000000,-7.531532,54.017387,Cavan,Killeshandra,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Aran Lodge,http://www.aran-lodge.com,+353(0)2750378,-9.441754,51.723123,Cork,Ballylickey,Republic of Ireland,"B&B,Covid Safety Charter"
Mornington,http://www.mornington.ie,+353(0)449372191,-7.329944167,53.62248212,Westmeath,Multyfarnham,Republic of Ireland,"B&B,Covid Safety Charter,B&Bs,Historic House"
Seafield Hotel & Spa Resort,http://www.seafieldhotel.com,+353(0)539424000,-6.214066,52.675194,Wexford,Ballymoney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Villa Maria Hotel,https://thevillawaterville.com/,+353(0)669474248,-10.17162855,51.82473149,Kerry,Waterville,Republic of Ireland,Hotel
An Caladh Spainneach,http://www.ancaladhspainneach,+353(0)872396467,-10.2736845,52.1394531,Kerry,Dingle,Ireland,Self Catering Accommodation
Highlands,http://www.thehighlandscarlingford.com,+353(0)429376104,-6.187664,54.010009,Louth,Carlingford,Republic of Ireland,"B&B,Covid Safety Charter"
Pebble Mill,http://www.pebblemillkinsaley.com,+353(0)18461792,-6.175226,53.420248,Dublin,Kinsealy,Republic of Ireland,B&B
St Anthonys Lodge,http://www.best-bb-killarney.com/,+353(0)646631534,-9.489189,52.060523,Kerry,Killarney,Republic of Ireland,B&B
Tara,http://www.tarafarmhouse.com,+353(0)9636398,-9.106541,54.187803,Sligo,Enniscrone,Republic of Ireland,B&B
Harvey's Point,http://www.harveyspoint.com,+353(0)749722208,-8.052721192,54.6961546,Donegal,Donegal Town,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Bridge House Hotel Spa and Leisure Club,http://www.bridgehouse.com,+353(0)579325600,-7.492878,53.274912,Offaly,Tullamore,Republic of Ireland,"Hotel,Covid Safety Charter"
Burke's Mulbur House,http://www.mulburhousekillarney.com,+353(0)646639939,-9.519189042,52.10841533,Kerry,Killarney,Ireland,"B&B,Covid Safety Charter"
Druid Cottage,http://www.druidcottagekenmare.com,+353(0)646641803,-9.598037,51.882813,Kerry,Kenmare,Republic of Ireland,"B&B,Covid Safety Charter"
Number Forty Eight,http://www.bbcorknumberfortyeight.com,+353(0)214505790,-8.456336,51.902333,Cork,Cork City,Republic of Ireland,B&B
Orchid House,http://www.orchidhouse.net,+353(0)657076975,-9.2991272,53.09953647,Clare,Fanore,Ireland,"B&B,Covid Safety Charter"
Maldron Hotel Sandy Road Galway,http://facebook.com/maldronhotelsandyroadgalway/,+353(0)91513200,-9.045080085,53.28592383,Galway,Headford Road,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Roisin Dubh Houseboat,http://bargetrip.ie/accommodation,+353(0)876465465,-6.664922418,53.24914868,Kildare,Sallins,Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard,Stay and Spend"
Oak Lodge,,+353(0)16606096,-6.240227,53.327199,Dublin,Ballsbridge,Republic of Ireland,B&B
Dalton Inn Hotel,http://www.daltoninn.com/welcome.html,+353(0)949371488,-8.997565541,53.72179918,Mayo,Claremorris,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Portree Guesthouse,http://www.portreeguesthouse.ie,+353(0)51874574,-7.12097,52.263876,Waterford,Waterford City,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Westcourt Hotel,http://www.westcourt.ie,+353(0)419830965,-6.353717758,53.71498045,Louth,Drogheda,Republic of Ireland,"Hotel,Covid Safety Charter"
Arthur's Rest,,+353(0)51389192,-6.95074,52.242232,Wexford,Arthurstown,Republic of Ireland,B&B
Errigal Country House Hotel,http://www.errigalhotel.com,+353(0)495556901,-7.102662,54.06511,Cavan,Cootehill,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Kilronan Castle Estate and Spa,https://www.facebook.com/kilronancastle,+353(0)719618000,-8.177532,54.064159,Roscommon,Boyle,Republic of Ireland,"Hotel,Stay and Spend"
Tir na hÓige,http://easkey.ie/CaravanPark.html,+353(0)9649052,-8.96172547,54.28572494,Sligo,Easkey,Ireland,"Camping,Covid Safety Charter,Welcome Standard"
Abbeyleix Manor,https://www.abbeyleixmanorhotel.com/,353579000000,-7.352623,52.906489,Laois,Abbeyleix,Republic of Ireland,"Hotel,Covid Safety Charter"
Pier Head Hotel Spa and Leisure Centre,http://www.pierheadhotel.ie,+353(0)719166171,-8.447591,54.466896,Sligo,Mullaghmore,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Foleys Town House,http://www.foleystownhouse.com,+353(0)646631217,-9.509911,52.060817,Kerry,Killarney,Republic of Ireland,"Guesthouse,Covid Safety Charter,Stay and Spend"
Ringfort@The Irish National Heritage Park,http://www.irishheritage.ie,+353(0)539120733,-6.517378894,52.34383863,Wexford,Ferrycarrig,Ireland,"B&B,Covid Safety Charter,Welcome Standard"
The Connacht Hotel,https://www.facebook.com/TheConnacht,+353(0)91381200,-9.021748927,53.27980102,Galway,,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
The Western Hotel,http://www.westernhotel.com,+353(0)949362011,-8.998094684,53.72116174,Mayo,Claremorris,Ireland,"Hotel,Stay and Spend"
Tudor Lodge,http://www.tudorlodgecork.com,+353(0)238833046,-8.889478,51.625522,Cork,Clonakilty,Republic of Ireland,B&B
Mill Road Farm,http://www.millroadfarm.com,+353(0)539129633,-6.568144,52.186498,Wexford,Kilmore Quay,Republic of Ireland,Self Catering Accommodation
Seafort Luxury Hideaway,http://seafort.ie,+353(0)2751748,-9.443307313,51.69283756,Cork,Bantry,Ireland,"B&B,Welcome Standard"
Doolin Inn,https://www.doolininn.ie/,353657000000,-9.3836229,53.0126486,Clare,Doolin,Ireland,"B&B,Covid Safety Charter,Welcome Standard,Stay and Spend"
Cois Abhainn,http://www.clareisland.ie,+353(0)9826216,-10.03069324,53.79455413,Mayo,Clare Island,Republic of Ireland,B&B
Kilronan House,,+353(0)719647048,-8.17519069,54.06649058,Roscommon,Boyle,Ireland,B&B
Doonhill Lodge,https://www.bandbireland.com/accommodation/26565/doonhill-lodge,+353(0)9523726,-10.121927,53.412257,Galway,Ballyconneely,Republic of Ireland,"B&B,Covid Safety Charter"
Woodbine House B&B,,+353(0)45877291,-6.591719,53.241043,Kildare,Kill,Republic of Ireland,B&B
Claddagh Cottages,http://www.claddaghcottages.ie/,+353(0)863554902,-7.761761003,52.01630362,Waterford,Clashmore,Ireland,"Self Catering Accommodation,Welcome Standard"
Molesworth Court Suites,https://www.facebook.com/molesworthcourtsuitesdublin,+353(0)16764799,-6.257145,53.340519,Dublin,Dublin,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
The Johnstown Estate,http://www.thejohnstownestate.com,353470000000,-6.8367748,53.4050598,Meath,Johnstown,Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Osborne's Storehouse,http://osborne-storehouse.com,+353(0)599771722,-6.832566967,52.60112574,Carlow,Borris,Ireland,"Self Catering Accommodation,Covid Safety Charter,Welcome Standard"
An Rosalithir,http://www.rosalithir.com,+353(0)238848136,-9.013716,51.593928,Cork,Rosscarbery,Republic of Ireland,"B&B,Covid Safety Charter"
Killure Lodge & Wilde Cottage,http://www.killure.ie,+353(0)599775567,-7.017051,52.651541,Kilkenny,Goresbridge,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
Dunmore East Holiday Park,http://www.dunmoreholiday.ie/,+353(0)877022566,-6.992148881,52.15923309,Waterford,Dunmore East,Ireland,"Camping,Covid Safety Charter,Stay and Spend"
The Lodge,http://www.doolinlodge.com,+353(0)872237951,-9.380617451,53.01392711,Clare,Doolin,Ireland,"B&B,Covid Safety Charter,Welcome Standard"
Bunlough Strand Bungalow,http://www.bunloughstrandbungalow.com,+353(0)949025578,-9.898854842,53.70538357,Mayo,Killadoon,Republic of Ireland,Self Catering Accommodation
Churchfield,http://www.doolinaccommodations.com,+353(0)657074209,-9.371226,53.019892,Clare,Doolin,Republic of Ireland,"B&B,Covid Safety Charter"
The Glenmalure Lodge,http://www.glenmalurelodge.ie,+353(0)40446188,-6.353519902,52.95769549,Wicklow,Glenmalure,Ireland,"B&B,Covid Safety Charter,Welcome Standard,Stay and Spend"
Macliam Lodge,http://www.macliamlodge.com,+353(0)238835195,-8.901094,51.621155,Cork,Western Road,Republic of Ireland,"B&B,Covid Safety Charter"
Achill Seal Caves Caravan & Camping,http://achillsealcaves.com,+353(0)873536379,-10.02352193,54.0098465,Mayo,,Ireland,"Camping,Covid Safety Charter,Welcome Standard"
Rathmullan Village Apartments,http://wildatlanticwanderer.com/rathmullan/rathmullan-village-apartments,+353(0)868599995,-7.537206702,55.09558174,Donegal,Rathmullan,Ireland,"Self Catering Accommodation,Welcome Standard"
Marlin Hotel Dublin,https://www.marlinhotel.ie/,35315222000,-6.2644859,53.3398732,Dublin,,Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Coolmore Farmhouse,http://www.coolmorefarmhouse.com,+353(0)567768727,-7.226291,52.458307,Kilkenny,Knocktopher,Republic of Ireland,B&B
Harrington Hall,http://www.harringtonhall.com,+353(0)14753497,-6.263004,53.334973,Dublin,Dublin,Republic of Ireland,"Guesthouse,Stay and Spend"
Glenmore House,http://www.glenmorehousebandb.ie/,353449000000,-7.3213889,53.5249225,Westmeath,Mullingar,Ireland,B&B
West County Hotel,http://www.westcountyhotel.ie,+353(0)16264011,-6.355900796,53.3513533,Dublin,Chapelizod,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Hunters Hotel,http://www.hunters.ie,+353(0)40440106,-6.084139254,53.00638334,Wicklow,Rathnew,Republic of Ireland,"Hotel,Stay and Spend"
Hillcrest View,https://www.westclare.net/hillcrest/,+353(0)659051986,-9.49294,52.64544,Clare,Kilrush,Republic of Ireland,"B&B,Covid Safety Charter"
Glengarriff Park Hotel & Spa,http://www.glengarriffpark.com,+353(0)2763000,-9.549663,51.750359,Cork,Glengarriff,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Dingle Harbour Cottages,http://www.tridentholidayhomes.ie/rentals/house-dingle-dingle-harbour-cottages-178108.html,+353(0)12018479,-10.280259,52.140487,Kerry,Dingle,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter"
The Shores Country House,http://www.theshorescountryhouse.com,+353(0)667139196,-10.09304444,52.24025701,Kerry,Castlegregory,Republic of Ireland,"B&B,Covid Safety Charter"
Killiane Castle Country House & Farm,http://www.killianecastle.com,+353(0)539158885,-6.448495,52.291385,Wexford,Drinagh,Republic of Ireland,"B&B,Covid Safety Charter,Stay and Spend"
Riverside,http://riversidelaragh.com,+353(0)40445840,-6.298781782,53.00376379,Wicklow,Glendalough,Ireland,"B&B,Welcome Standard"
Pembroke Townhouse,https://twitter.com/pembroketownhse,+353(0)16600277,-6.238025,53.332534,Dublin,Ballsbridge,Republic of Ireland,Guesthouse
Tramore Beach Caravan and Camping Park,http://www.tramorebeachrosbeg.com,+353(0)749551491,-8.496765,54.809527,Donegal,Rosbeg,Republic of Ireland,Camping
Monart Destination Spa,http://www.monart.ie,+353(0)539238999,-6.611292,52.508204,Wexford,Enniscorthy,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Castle Oaks House Hotel,http://www.castleoaks.ie,+353(0)61377666,-8.508175511,52.70947516,Limerick,Castleconnell,Republic of Ireland,"Hotel,Covid Safety Charter"
Ballymacarbry Hostel,http://www.ballymacarbry.com,+353(0)526185483,-7.710547,52.266575,Waterford,,Republic of Ireland,"Hostel,Welcome Standard"
Kilkenny Ormonde Hotel,http://www.kilkennyormonde.com,+353(0)567750200,-7.253222,52.649597,Kilkenny,Kilkenny City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Glenariff,,+353(0)91522521,-9.078938,53.261942,Galway,Salthill,Republic of Ireland,"B&B,Covid Safety Charter"
Woodview Farmhouse,http://www.woodviewfarmhouse.com,+353(0)18491528,-6.1565,53.575827,Dublin,Skerries,Republic of Ireland,B&B
International Hotel Killarney,http://www.killarneyinternational.com,+353(0)646631816,-9.506947223,52.05810839,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Whitford House Hotel Health & Leisure Club,http://www.whitford.ie,+353(0)539143444,-6.501243338,52.32357578,Wexford,,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Inch Beach House,http://www.inchbeach.com/inch_beach_guest_house.html,+353(0)669158118,-9.983541559,52.14322371,Kerry,Tralee,Ireland,"B&B,Covid Safety Charter,Welcome Standard"
Hotel Saint George,http://www.thekeycollection.ie/hotel-st-george-dublin-city.html,+353(0)18745611,-6.262318627,53.35383382,Dublin,Dublin,Republic of Ireland,"Hotel,Stay and Spend"
Hungry Hill Lodge,http://www.hungryhilllodgeandcampsite.com,+353(0)2760228,-9.725604347,51.69409391,Cork,Adrigole,Republic of Ireland,"Camping,Welcome Standard"
Cooneys Hotel,http://www.cooneyshotel.com,+353(0)906438180,-7.764421055,53.56386916,Longford,Ballymahon,Republic of Ireland,"Hotel,Covid Safety Charter"
Skeffington Arms Hotel,https://www.skeffington.ie/,+353(0)91563173,-9.049887919,53.27406517,Galway,Galway City,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Pairc Saoire an Spideil,http://www.spiddalmobilehomes.ie,+353(0)91553372,-9.306548508,53.25507719,Galway,Spiddal,Republic of Ireland,Camping
The Wilton Hotel,http://www.wiltonhotelbray.com,+353(0)12760258,-6.100199,53.186639,Wicklow,Bray,Republic of Ireland,"Hotel,Covid Safety Charter"
Ross Castle Lodge,https://www.rosscastlebnb.com/,+353(0)646636942,-9.521181,52.046673,Kerry,Killarney,Republic of Ireland,B&B
Listowel Arms Hotel,http://www.listowelarms.com,+353(0)6821500,-9.486950555,52.44519943,Kerry,Listowel,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Inish Beg Estate,http://www.inishbeg.com,+353(0)2821745,-9.351408,51.521973,Cork,Baltimore,Republic of Ireland,"Self Catering Accommodation,Covid Safety Charter,Stay and Spend"
Ghan House,http://www.ghanhouse.com,+353(0)429373682,-6.184100951,54.03948678,Louth,Carlingford,Republic of Ireland,"B&B,Welcome Standard,Stay and Spend"
The Town Hotel,https://www.oloughlinshotel.com/,+353(0)578621305,-7.298301,53.034216,Laois,Portlaoise,Republic of Ireland,"Hotel,Covid Safety Charter"
Pine Forest House,http://www.pineforestbb.com,+353(0)214385979,-8.590719512,51.92981539,Cork,Blarney,Ireland,"B&B,B&B Ireland"
Drummin House,,+353(0)9827427,-9.527038,53.797612,Mayo,Westport,Republic of Ireland,B&B
The Kingsley,http://www.thekingsley.ie/,+353(0)214800500,-8.508377675,51.89359947,Cork,,Ireland,"Hotel,Stay and Spend"
Glencarrig,https://www.facebook.com/glencarrig,+353(0)659058209,-9.721323,52.592004,Clare,Carrigaholt,Republic of Ireland,B&B
Tigh Mhic,https://www.vrbo.com/en-gb/p8051450?bc=ODHR&preferlocale=true&uni_id=3383793&vgdc=HAUK,+353(0)863203018,-8.839359,53.734091,Mayo,Claremorris,Ireland,"Self Catering Accommodation,Covid Safety Charter"
Killarney Towers Hotel & Leisure Centre,http://www.killarneytowers.com,+353(0)646631038,-9.507063907,52.05867833,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Kathleens Country House,https://kathleens.net,353647000000,-9.5166456,52.0811581,Kerry,Killarney,Ireland,Hotel
The Horse and Hound Inn Hotel,http://www.horseandhoundhotel.ie,+353(0)51428482,-6.837091,52.369398,Wexford,,Republic of Ireland,"Hotel,Stay and Spend"
Apartment Number 2 Kingshill,,+353(0)12956246,-9.07423,53.262018,Galway,Salthill,Republic of Ireland,Self Catering Accommodation
The Martello Hotel,https://www.facebook.com/themartellobray?fref=ts,+353(0)12868000,-6.096550719,53.19997483,Wicklow,Bray,Republic of Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Ard Na Laoi,http://www.ardnalaoi.ie,+353(0)214812742,-8.297127,51.849511,Cork,Cobh,Republic of Ireland,"B&B,Covid Safety Charter"
Seashore,http://www.seashoreguests.com,+353(0)719167827,-8.571816,54.209008,Sligo,Ballisodare,Republic of Ireland,B&B
The Beara Coast Hotel,http://www.bearacoast.com/,+353(0)2771446,-9.909433001,51.6487195,Cork,Castletownbere,Ireland,Hotel
The Killarney Park,https://www.killarneyparkhotel.ie/,+353(0)646635555,-9.504553152,52.05786631,Kerry,Killarney,Republic of Ireland,"Hotel,Covid Safety Charter"
Seacrest,http://www.aranaccommodations.com/,+353(0)9961292,-9.670444965,53.11937541,Galway,Aran Islands,Ireland,B&B
Achill Isle House,http://www.achillislehouse.com,+353(0)9843355,-10.086042,53.974223,Mayo,Newtown,Republic of Ireland,"B&B,Covid Safety Charter,Stay and Spend"
The Castle,http://www.thecastlecountryhouse.com,+353(0)50444324,-7.715516,52.672287,Tipperary,Thurles,Republic of Ireland,"B&B,Covid Safety Charter"
Caledonia,http://www.tripadvisor.com/VacationRentalReview-g211864-d6952871-Caledonia-Ballina_County_Mayo_Western_Ireland.html,+353(0)858555222,-9.137342461,54.12024569,Mayo,Ballina,Ireland,Self Catering Accommodation
Woodpoint,http://www.courtmacsherryangling.ie/?page_id=13,+353(0)238846427,-8.690766,51.634704,Cork,Courtmacsherry,Republic of Ireland,"B&B,Covid Safety Charter"
Rivendell Bed and Breakfast,https://www.facebook.com/RahultonsIndianRestaurantAndBB?ref=hl,+353(0)499524006,-7.372375255,54.11625066,Cavan,Belturbet,Republic of Ireland,"B&B,B&B Ireland"
Westcove House,http://www.westcove.ie/,+44(0)142023113,-10.054427,51.770124,Kerry,Castlecove,Ireland,"Self Catering Accommodation,Welcome Standard"
Maldron Hotel Kevin Street,https://maldronhotelkevinstreet.com,+353(0)19068900,-6.271997927,53.3383294,Dublin,,Ireland,"Hotel,Covid Safety Charter,Stay and Spend"
Crosswinds,http://www.crosswinds-lisdoonvarna.com,+353(0)657074469,-9.320519967,53.01677691,Clare,Lisdoonvarna,Republic of Ireland,"B&B,Covid Safety Charter"
Inisean B&B,http://www.iniseanbandb.com,+353(0)749521455,-8.369871616,54.95346595,Donegal,Dungloe,Ireland,"B&B,Covid Safety Charter"
Tara Towers Hotel,http://www.taratowers.com,+353(0)12694666,-6.202211435,53.31231034,Dublin,Booterstown,Republic of Ireland,Hotel
Ballyegan House,,+353(0)669151702,-10.26375,52.1385,Kerry,Dingle,Republic of Ireland,B&B
Emohruo Bed & Breakfast,http://www.doolinholidays.com,+353(0)657074171,-9.401068,52.992612,Clare,Doolin,Republic of Ireland,"B&B,Covid Safety Charter"
Kildare Street Hotel,http://www.thekeycollection.ie/kildare-street-hotel.html,+353(0)16794643,-6.254751788,53.34202121,Dublin,,Republic of Ireland,Hotel
Glendower House,http://glendowerhouse.com/,+353(0)51421989,-6.925892,52.386553,Wexford,New Ross,Republic of Ireland,"B&B,Stay and Spend"
Ben Breen House,http://www.benbreenhouse.ie/,+353(0)9541171,-10.029912,53.543151,Galway,Moyard,Republic of Ireland,B&B
The Trading Post Camper Park,http://www.wexfordcamping.com,+353(0)539127368,-6.40300672,52.45635449,Wexford,Enniscorthy,Republic of Ireland,"Camping,Covid Safety Charter"
Newpark House,http://www.newparkhouse.com,+353(0)656821233,-8.957143,52.854165,Clare,Ennis,Republic of Ireland,"B&B,Covid Safety Charter,B&Bs,Historic House"
Meadow View,http://www.meadowviewhouse.com,+353(0)469023994,-6.670512,53.66381,Meath,Navan,Republic of Ireland,"B&B,Covid Safety Charter"
Avondale House,http://avondalerooskey.com,+353(0)719638095,-7.929054,53.829837,Roscommon,Rooskey,Republic of Ireland,"B&B,Covid Safety Charter"
Atlantic View Cottages,http://www.atlanticviewcottages.com,+353(0)656828282,-9.357362,53.011372,Clare,Doolin,Republic of Ireland,Self Catering Accommodation
